url,sku,name,price,description
https://jpeterman.com/collections/all/products/original-ss-vintage-tee-ss25,J8741,The Original Short-Sleeve Vintage T-Shirt,"$44.00
Unavailable","<div class=""metafield-rich_text_field""><p>A Legend Returns.</p><p>What is this? It looks old.</p><p>Well, it’s a vintage T-shirt. It’s new, but looks old.<br>
</p><p>It’s new but looks old?<br>
</p><p>Well, it seems new, but looks old.<br>
</p><p>Seems? You mean it really is old?<br>
</p><p>Well, you know when you’re out buying a couple of steaks and maybe some antifreeze and you decide on a pack of T-shirts at the same time?<br>
</p><p>You mean it’s like that?</p><p>Well, it’s like that… but different.<br>
</p><p>Different? A lot different.<br>
</p><p>(Adding to the mystery, the original historic labels were accidentally removed and replaced by our own. Sorry.)</p><p>N.B. Found in a leather trunk at Speke’s campsite, where he correctly located the source of the Nile. These T-shirts are 125 years old… more or less…</p></div>"
https://jpeterman.com/collections/all/products/nantucket-sweater,J6543,Nantucket Sweater,"$98.00
Unavailable","<div class=""metafield-rich_text_field""><p>Nantucket</p><p>Indians named it Nantucket, meaning ""faraway land.""</p><p>And that is what it still is.</p><p>In winter, the population drops down to 7,000, sometimes to 3,000. The little summer roses that cross the tops of cottages are gone. The wind blows the waves back.</p><p>In winter, you breathe the lost sea smell.</p><p>Winter is the time to come, I think.</p><p>Try a small hotel. Bring books, good walking shoes. Give the fire in the fireplace the attention it deserves. Read, drink a little wine, eat thick chowder. Wander 15 miles up one side of the island and 15 miles back down the other side.</p><p>I did exactly those things 19 years ago.</p><p>Bought a good sweater there. I'd say it's got another 19 years in it.</p></div>"
https://jpeterman.com/collections/all/products/western-denim-shirt,J6556,Western Denim Shirt,"$88.00
Unavailable","<div class=""metafield-rich_text_field""><p>Denim's Agenda</p><p>In a time when partisan lines turn the sanest of people into raving lunatics, the denim shirt is the lesson that good things happen when old and new collude; the shining beacon your Annie&nbsp;Oakley-loving grandmother and libby Aunt Eleanor can champion (they were the ones who got this thing going in the first place).<br>
</p><p>As the drama unfolded, women paired these with denim skirts and drove airstreams to Bozeman, Savannah, and Marfa. Party lines haven’t prohibited you from doing the same.&nbsp;<br>
</p><p>Come together… Right now.</p></div>"
https://jpeterman.com/collections/all/products/original-ls-vintage-tee-ss25,J8742,The Original Long Sleeve Vintage T-Shirt,"$48.00
Unavailable","<div class=""metafield-rich_text_field""><p>A Legend Returns.</p><p>What is this? It looks old.</p><p>Well, it’s a vintage T-shirt. It’s new, but looks old.<br>
</p><p>It’s new but looks old?<br>
</p><p>Well, it seems new, but looks old.<br>
</p><p>Seems? You mean it really is old?<br>
</p><p>Well, you know when you’re out buying a couple of steaks and maybe some antifreeze and you decide on a pack of T-shirts at the same time?<br>
</p><p>You mean it’s like that?</p><p>Well, it’s like that… but different.<br>
</p><p>Different? A lot different.<br>
</p><p>(Adding to the mystery, the original historic labels were accidentally removed and replaced by our own. Sorry.)</p><p>N.B. Found in a leather trunk at Speke’s campsite, where he correctly located the source of the Nile. These T-shirts are 125 years old… more or less…</p></div>"
https://jpeterman.com/collections/all/products/cotton-jersey-turtleneck,6810,Cotton Jersey Turtleneck,"$88.00
Unavailable","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">""...Sugar and spice and everything nice..."" </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">(Hardly.) More like: sultry, tough, teasing. Only woman I know who can out-talk me without uttering a word. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Beautiful because she really doesn't know she is. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This is for her. And for women everywhere who don't know they're beautiful. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Cotton Jersey Turtleneck (N</span><span data-mce-fragment=""1"">o</span><span data-mce-fragment=""1"">. 6810). A turtleneck does many things well. Acts as a comfortable base layer under a blazer or jacket. But maybe what it does best is to frame your face. Long sleeve foldover turtleneck T-shirt in cotton jersey interlock fabric. Fitted, but not tight. Can be worn on its own or as an underlayer for jackets or sweaters. A staple. Imported.</span></p>"
https://jpeterman.com/collections/all/products/epiphany-tunic-set,J7044,Epiphany Tunic Set,"$128.00
Unavailable","<div class=""metafield-rich_text_field""><p>What Are You Doing Here?</p><p>Dipaka takes me to see her llamas as they drink water at the River Chili, outside Arequipa. It’s quiet here, except for the water rushing over the rocks. Powder blue sky stretches out for miles.<br>
</p><p>We take off our shoes and wade into the cool water. Dipaka wears a richly-embroidered tunic that almost vibrates with contentment—a confidence I haven’t seen in her before.</p><p>“Wow, it’s nice out here.”</p><p>“It is, JP, isn’t it?”</p><p>Who knew an MIT graduate, after a decade in mergers and acquisitions in New York, would buy a llama ranch in Peru?</p><p>Where will you end up after you figure it all out? Will you know?</p><p>I bet you’ll be wearing this, or something like it.</p></div>"
https://jpeterman.com/collections/all/products/velvet-1947-dress,J7148,Velvet 1947 Dress,"$198.00
Unavailable","<div class=""metafield-rich_text_field""><p>The Velvet 1947 Dress.</p><p>The most flattering dress of the 20th century.</p><p>Full, sweeping skirt and shaped bodice, for artful emphasis on legs, hips, waist, and bust.</p><p>Rita wore it. Coeds and secretaries wore it. Your mother wore it. Women looked wonderful in it. Still do. And always will.</p><p>Unless the female form undergoes some kind of radical transformation.</p></div>"
https://jpeterman.com/collections/all/products/corduroy-french-work-pants,6862,Corduroy French Work Pants,"$178.00
Unavailable","<p>5-Wale.</p>
<p>Out of the corner of your eye, you notice that the man thatching the roof of that sensational thick-walled cottage in Dorset isn’t merely wearing corduroy pants, but extra-wide-wale corduroy pants.</p>
<p>Aha! The Broadway director driving to work from Snedens Landing in his Aston Martin is wearing, naturally, very-wide-wale pants.</p>
<p>The abstract-expressionist artist roughing it in his $2 million loft in SoHo is wearing, what else, enormously-wide-wale pants.</p>
<p>What is at work here is evidence of a worldwide, but unspoken, preference: Wider is better.</p>
<p>(Wales are the soft, velvety ribs of corduroy. The fewer the wales per inch, the wider they are; the wider they are, the more handsome. Why? God works in mysterious ways.)</p>
<p>Corduroy French Work Pants (No. 6862) in rich, beautifully-washed colors. Exacting replica cut in the style of 1920s French corduroy chore pants, in supremely comfortable 5-wale corduroy from Italy. Tab with hook and bar closure. On-seam pockets. “Fishtail” notch back detail. Coin pocket. Back belt adjuster. Cotton twill waistband; seat reinforcement lining and pocketing. Bracer buttons for suspenders. Antiqued metal workwear buttons. Imported.</p>"
https://jpeterman.com/collections/all/products/printed-wrap-blouse,7078,Transformative Wrap Blouse,"$138.00
Unavailable","<p>Transformation.</p>
<p><span>It's no secret that clothing can be an eloquent tool of expression. A means to convey power, intelligence, warmth, cool.&nbsp; </span></p>
<p><span>But there’s new science to suggest that what we wear can actually change our psychological processes. </span></p>
<p><span>It’s called </span><span>enclothed cognition</span><span> and refers to the effect of clothing on a person’s psychological functions. (This is different from how what we wear affects the people we encounter.)</span></p>
<p><span>Study participants processed information differently when they were wearing, for example, a white lab coat.</span></p>
<p><span>Fascinating stuff.</span></p>
<p><span>Cleopatra might have some thoughts on this, along with every silver screen siren since ever. </span></p>
<p><span>Let's test the theory.</span></p>
<p><span>Transformative Wrap Blouse (N</span><span>o</span><span>. 7078). Wrap top with dramatic shirt collar styling and self-tie at waist. Supima cotton with a bit of stretchy stuff makes it especially comfortable and easy to wear. 3/4 bell sleeve. Self belt.</span><span> Imported.</span></p>"
https://jpeterman.com/collections/all/products/printed-maxi-dress,7036,English Garden Caftan,"$168.00
Unavailable","<p>Insouciance.</p>
<p><span>The thing about a dress like this is how it makes you feel like your most glorious days are still ahead. </span></p>
<p><span>Starting with this one.</span></p>
<p><span>You could spend the month of September by Lake Louise trying to get the alpine blue just right on canvas. </span></p>
<p><span>It could be just you and a typewriter in a cabin outside of Taos.</span></p>
<p><span>Maybe finally learn to play the guitar. </span></p>
<p><span>You with him on the Via Chiantigiana winding through Chianti country. </span></p>
<p><span>Live music at Woodstock (now with more creature comforts). </span></p>
<p><span>Your thoughts coalesce. A page turns.</span></p>
<p><span>What if?</span><span> becomes the question you can’t shake. </span></p>
<p><span>A lovely insouciance takes over. A plan emerges.&nbsp; </span></p>
<p><span>English Garden Caftan (N</span><span>o</span><span>. 7036). Charming V-neck floral caftan with the soul of a maxi dress. Flowing, floral, fabulously free. Shell and lining are 100% viscose. Camisole slip. Self tie at bust. Gathered under bust and at shoulder on neckline. Slip adjuster. </span><span>Imported.</span></p>"
https://jpeterman.com/collections/all/products/secret-keeper-dress-fall-2023,J6489,Secret Keeper Dress,"$69.00
Unavailable","<div class=""metafield-rich_text_field""><p>Secret Keeper.</p><p>&nbsp;</p><p>You have other dresses. Not like this one, but you have them. You need those for certain occasions. Picnics at Blithewold. Private tours of the abbey.<br>
</p><p>This dress is something else. Think sexier, but still elegant. Think dancing in Buenos Aires. Think 1960 DB4 Zagato. Scotch, neat.</p><p>Strategic ruching turns this dress into a secret keeper. Like a good friend, it flatters and forgives. Talks you up to your old beau. And, yes, keeps your secrets.</p></div>"
https://jpeterman.com/collections/all/products/rugby-jersey,6606,Rugby Jersey,"$89.00
Unavailable","<p>“Rugby is a good occasion for keeping thirty bullies far from the center of the city.”</p>
<p style=""text-align: right;"">- Oscar Wilde</p>
<p>To the uninitiated rugby still looks like a game that’s played without rules.</p>
<p>Mauls, scrums, rucks, and cuffs to the head are by their very nature unruly.</p>
<p>Think of all of that vigorous impact on the pitch perpetuated by large men called locks, props, and flankers with only a shirt for protection.</p>
<p>Of course if it’s a traditional jersey, like ours, it’s every ounce the competitor.</p>
<p>Purists will take note of the many authentic touches.</p>
<p>Rubber buttons designed to come undone rather than pop off.</p>
<p>Traditional six horizontal stripes in alternating colors. A small shirt collar that offers limited material for opposing tacklers to grab onto.</p>
<p>Rugby Shirt (No. 6606) in sturdy, paddock-ready 100% cotton. Woven twill collar and placket. Rubberized buttons. Underarm gussets and side vents for maximum comfort. Ribbed cuffs. Imported.</p>"
https://jpeterman.com/collections/all/products/garment-dyed-vintage-long-sleeve-t-shirt,6608,L/S Vintage Tee,"$68.00
Unavailable","<p>Vintage T-Shirts.</p><p>What is this? It looks old.</p><p>Well, it's a vintage T-shirt. It's new but looks old.</p><p>It's new but looks old?</p><p>Well, it seems new, but looks old.</p><p>Seems? You mean it really is old?</p><p>Well, you know when you're out buying a couple of steaks and maybe some antifreeze and you decide on a pack of T-shirts at the same time? You mean it's like that?</p><p>Well, it's like that… but different.</p><p>Different?</p><p>A lot different.</p><p>(Adding to the mystery, the original historic labels were accidentally removed and replaced by our own. Sorry.)</p><p>Garment-Dyed Vintage Long Sleeve T-shirt (No. 6608). Garment-dyed 100% cotton slub. One chest pocket (always handy). Noticeably more substantial cotton than you normally find in T-shirts these days, garment-dyed to achieve the effect of great age. Although newborn, they start out looking good (and old). And stay that way. And they don't disintegrate just at the point when they're starting to get good. Imported.</p>"
https://jpeterman.com/collections/all/products/ss-tee-shirt,6523,The New Perfect T-Shirts,"$29.00
Unavailable","<p>To a Tee.</p>
<p>Every now and then, I go out and do a little research in the field.</p>
<p>As Thornton Wilder put it, “There’s nothing like eavesdropping to show you that the world outside your head is different from the world inside your head.”</p>
<p>I’m always pleased with the discovery.</p>
<p>The conversation, surrounding the not-so-simple T-shirt, in various high-to-higher-end stores to ridiculous-end stores, went like this:</p>
<p>“My Yorkie couldn’t fit into this.”</p>
<p>“Great cut. You’d think they’d make it in short sleeves.”</p>
<p>“Would it be too much to expect it in navy?”</p>
<p>“Did you see the price on this?”</p>
<p>“Hmm. Now this is perfect.”</p>
<p>The New Perfect T-Shirts (No. 6523). Soft cotton and a little stretchy stuff to keep you looking neat. Rounded neck with quarter-inch trim. Slightly fitted (not boxy). Fits the way you want a T-shirt to. Imported.</p>"
https://jpeterman.com/collections/all/products/solid-1947-dress,J6778,Long-Sleeve 1947 Dress,"$248.00
Unavailable","<p>The New 1947 Dress.</p>
<p>The most flattering dress of the 20th century.</p>
<p>Full, sweeping skirt and shaped bodice, for artful emphasis on legs, hips, waist, and bust.</p>
<p>Rita wore it. Coeds and secretaries wore it. Your mother wore it. Women looked wonderful in it. Still do. And always will.</p>
<p>Unless the female form undergoes some kind of radical transformation.</p>
<p>Long-Sleeve 1947 Dress (No. 6778). Deliverance from the boxy, skimpy cut of WWII utility fashions. Splendid cotton/silk blend with the same swinging sweep and sash ties as the short-sleeved version. Mid-calf length. Same V-neck bodice, darts at bust and waist. Same notched collar to stand up pertly if you wish.</p>
<p>This one definitely belongs in your closet, too. Imported.</p>"
https://jpeterman.com/collections/all/products/mission-comfort-flat-front-chinos-jp,J1271,Covent Garden Chinos,"$98.00
Unavailable","<div class=""metafield-rich_text_field""><p>London's West End.</p><p>One step up from jeans on an anglophile’s style chart and one street away from Regent and Carnaby Street, your wife points out a little shop that you just walked by without notice.<br>
</p><p>She’s always been closer to reality than you, and this discovery has become yet another reminder. For blurring the lines between dressing down and dressing up—and skewing toward the latter—these chinos will become an everyday thing in your life as well.<br>
</p><p>Wear them two days in a row without a worry of a wrinkle.<br>
</p><p>Ditch the itinerary. She has the conn.&nbsp;<br>
</p><p>Thank goodness.</p></div>"
https://jpeterman.com/collections/all/products/lc-florentine-seersucker-pants,J2381,Florentine Seersucker Pants,"$49.00
Unavailable","<p>How It's Done.</p>
<p>Summer afternoon.</p>
<p>I notice a beautiful Florentine walking near the duomo at the center of the bustling square. I stop her. I don't even know what I'm going to say.</p>
<p>""Per favore, dove trovare…""</p>
<p>She looks vaguely amused. Is it the oddness of my question? Certainly it's a pickup line she's never, never heard before.</p>
<p>I pull out my summer catalog and try again to make some sense.</p>
<p>She takes it, browses through the pages, exclaims the occasional ""bella"" or ""bello,"" then takes me by the hand and leads me to her regular cafe on Via Dante Alighieri.</p>
<p>She can't remember where she bought the dress, but she has enough time for me to do a loose sketch and explain why a blazer and pants in the same fabric would celebrate the energy of summer.</p>
<p>Florentine Seersucker Pants(No. 2381). They slim the waist. Lengthen the legs. Flatter the curves.</p>
<p>Crisp cotton seersucker with darts on each front panel and one dart on each back panel. Front side pocket and a single welt pocket on back. Topstitched waistband that curves up to center notch in back, very shapely. 31"" inseam. Imported.&nbsp;Fabric Content: 100% Cotton.Care Instructions: Dry Clean Only.Inseam Length: 31"".</p>
<p>&nbsp;</p>
<p>Celebrate the energy of summer with the&nbsp;<a rel=""noopener noreferrer"" title=""Florentine Seersucker Blazer"" href=""https://jpeterman.com/products/seersucker-blazer-summer"" target=""_blank""><strong>Florentine Seersucker Blazer</strong></a></p>"
https://jpeterman.com/collections/all/products/blazer-shirt,J8660,The Lido Collar Shirt,"$79.00
Unavailable","<div class=""metafield-rich_text_field""><p>Savoir-Faire.</p><p>Between your tuxedo shirts and your T-shirts, you need a reliable button-up that gets you out the door with minimal fuss and maximum sartorial impact. Then one day you can’t remember how you got by without this shirt.&nbsp;<br>
</p><p>It imbues you with a certain authoritative savoir-faire, and now they ask you to select the wine at The Ledbury, sit on the museum board, and mollify the shareholders.&nbsp;<br>
</p><p>Its true ingenuity lies in the single-piece collar that extends down the front to double as a placket. This reinforcing effect ensures the collar keeps its shape, while hidden buttons give the collar its distinctive roll—with no top button to disturb the elegant curve.&nbsp;<br>
</p><p>Outcome: you look fully at ease sans tie, with or without a blazer. I promise not to tell anyone how easy we made it for you.</p></div>"
https://jpeterman.com/collections/all/products/cotton-jersey-turtleneck-2023,J6810,Cotton Jersey Turtleneck,"$88.00
Unavailable","<div class=""metafield-rich_text_field""><p>""...Sugar and spice and everything nice...""</p><p>&nbsp;</p><p>(Hardly.)<br>
</p><p>More like: sultry, tough, teasing. Only woman I know who can out-talk me without uttering a word.<br>
</p><p>Beautiful because she really doesn't know she is.<br>
</p><p>This is for her. And for women everywhere who don't know they're beautiful.</p></div>"
https://jpeterman.com/collections/all/products/horsemans-duster,J4074,Horseman's Duster,"$298.00
Unavailable","<div class=""metafield-rich_text_field""><p>The J. Peterman Duster.&nbsp;</p><p>Classic horseman’s duster protects you, your rump, your saddle and your&nbsp;legs down to the ankles.</p><p>Because it’s cut very long to do the job, it’s unintentionally very flattering.&nbsp;With or without a horse.</p><p>Although I live in horse country, I wear this coat for other reasons.&nbsp;Because they don’t make Duesenbergs anymore.</p></div>"
https://jpeterman.com/collections/all/products/striped-poplin-nightshirt,6833,Striped Poplin Nightshirt,"$29.00
Unavailable","<p>Sweet Dreams.</p>
<p>You’ve seen these colors before, at any county fair worth its salt, when you handed over your dollar at the cotton candy stand.</p>
<p>Sometimes you’d get blue, sometimes pink.</p>
<p>In 1897, a dentist (if you can believe it) and a confectioner were the first inventors of machine-spun cotton candy. Seven years later, they introduced it on a grand scale as “Fairy Floss” at the 1904 World’s Fair in St. Louis, to great success. A box of the confection sold for 25¢, or $7.11 in today’s money. The pair sold 68,655 boxes of the stuff, enough to earn them the equivalent of a cool half mil.</p>
<p>Positively dreamy.</p>
<p>Striped Poplin Nightshirt (No. 6833). Loose-fitting nightshirt in cool 100% cotton striped poplin. Center front placket with four faux shell buttons. Imported.</p>"
https://jpeterman.com/collections/all/products/neck-tie-knit-top,6945,Neck Tie Knit Top,"$39.00
Unavailable","<p>The Other New Look.</p>
<p>Paris, late 1940s.<br>Butter, wine, and laughter have made a comeback.<br>Now, French fashion does a little something to reward the women (and men) who stuck it out through the dark years.<br>The New Look. Most romantic style of the century. Gloriously full, sweeping skirts. Emphasis on hips, waists, and bosoms. <br>Neck Tie Knit Top (No. 6945) for everyday or special occasions. You might think of it as a really, really feminine T-shirt. Self-fabric neck tie. Flatlock seams. Small bust darts for figure-enhancing shaping. Timeless comfort in 100% cotton. Imported.</p>"
https://jpeterman.com/collections/all/products/new-lawn-dress,6940,Lady Meux's Lawn Dress,"$178.00
Unavailable","<div class=""metafield-rich_text_field""><p>Leisurely from the Lawn.</p><p>This is not to be taken lightly, lest you answer to the Victorian and Edwardian ghosts who lawn-leisured so well. Hint: if you can get your hands on a medieval English castle, perfect. But it’s not a necessity. <br>
However, the type of turf is essential and predicated on your geography and taste. Bahia, fescue, Kentucky bluegrass. A blend maybe? Consider the palate carefully (crabgrass is not a lawn). Some other particulars: <br>
</p><p>Cocktails - Tea, lemonade, gin and tonics, Sancerre Rosé. <br>
Entertainment - Croquet, bocce, horseshoes, lawn darts, exuberant conversation (the rosé and gin will help).<br>
Guest list - Good talkers. Easygoers. No one afraid of honeybees.<br>
Apparel - I have some ideas.</p></div>"
https://jpeterman.com/collections/all/products/military-tee-2-pack,J6961,Military Tee 2-Pack,"$58.00
Unavailable","<p>The Two-Pack.</p>
<p>&nbsp;</p>
<p>He’s not especially good at carpentry (unless he is). Doesn’t free climb granite cliffs on the weekends (or he does). Can’t throw a lasso worth anything (or has a few shiny buckles to show for it).</p>
<p>Looks perfectly capable either way.</p>
<p>&nbsp;</p>
<p>Military Tee 2-Pack (No. J6961). Vintage undershirt design in exceptionally comfortable cotton club jersey. Classic overlock stitching throughout. Bound collar with triple needle stitching. Comes a pack of two. Implies a solid understanding of long-range targets, financial or tactical. For the man who appreciates a good regimental set of t-shirts. Pack of two includes Olive and Chino. Imported.</p>"
https://jpeterman.com/collections/all/products/print-caftan,6939,Print Caftan,"$79.00
Unavailable","<div class=""metafield-rich_text_field""><p>Sometime After 600 B.C.</p><p>&nbsp;</p><p>One could confidently assume that the caftan was, from the&nbsp;beginning, nearly effortless to wear and certainly always comfortable,&nbsp;but when did the caftan become so chic?</p><p>&nbsp;</p><p>Perhaps with Czarina Alexandra circa 1908.</p><p>Or on Liz anytime after 1964.</p><p>On Grace Kelly in ultrasuede.</p><p>On Grace Slick at the Monterey Pop Festival, 1967.</p><p>On every stylish woman from the Côte d'Azur to Charleston to Chelsea.</p><p>&nbsp;</p><p>Breathable, comfortable, airy, and devastatingly chic. I can’t think of another piece of clothing that looks (and feels) so splendid everywhere, anywhere, on any figure.</p></div>"
https://jpeterman.com/collections/all/products/new-sueded-leggings,J8608,Sueded Leggings,"$48.00
Unavailable","<div class=""metafield-rich_text_field""><p>Persuade in (Almost) Suede.</p><p>Not suede, but close. The look is the same, the feel. Only stretchier. Luxurious, comfortable.<br>
</p><p>You know what leggings can accomplish on their own, wrapping a woman's legs better than just about anything on earth. Ask anyone with a heartbeat.&nbsp;<br>
</p><p>Now level up with sueded leggings and watch the world wobble on its axis.&nbsp;<br>
</p><p>Luxe from Tribeca to Aspen. Subtly extravagant in feel. Selfishly sensuous.&nbsp;<br>
</p><p>Utterly persuasive.</p></div>"
https://jpeterman.com/collections/all/products/4-wale-cords-2023,J1371,4-Wale Cords,"$128.00
Unavailable","<div class=""metafield-rich_text_field""><p>4-Wale</p><p>Out of the corner of your eye, you notice that the man thatching the roof of that sensational thick-walled cottage in Dorset isn’t merely wearing corduroy pants, but extra-wide-wale corduroy pants.</p><p>Aha! The Broadway director driving to work from Snedens Landing in his Aston Martin is wearing, naturally, very-wide-wale pants.</p><p>(Wales are the soft, velvety ribs of corduroy. The fewer the wales per inch, the wider they are; the wider they are, the more handsome. Why? God works in mysterious ways.)</p><p>I had to go to some lengths to find 4-wale corduroy and am pretty confident that you will appreciate it when you see it and wear it. Lustrous and velvety, but thick and deep and bumpy. Very uncitified; striking just the right note of dressing down when worn with a contradictory upscale sports coat or vest.</p></div>"
https://jpeterman.com/collections/all/products/emb-tunic-blouse,6942,Tangier Tunic Blouse,"$58.00
Unavailable","<p>On the Rails.</p>
<p>It all started on the overnight leg from Tangier to Marrakech. I can never sleep on these trips, so it’s usually the bar car at midnight. <br data-mce-fragment=""1""></p>
<p>She glides into the car, impossibly fresh-looking in a vibrant embroidered tunic.&nbsp;<br data-mce-fragment=""1""></p>
<p>We've met a few times in the markets in Tangier.&nbsp;<br data-mce-fragment=""1""></p>
<p>Both of us are eyeing a fellow who’s taken over a table just for himself and spread out a menagerie of treasure. Tiny jars of saffron. Gold earrings. Cigars. A heap of what looks like Belgian lace.&nbsp;<br data-mce-fragment=""1""></p>
<p>Off to one side, a few antique brass seals and a stack of blue and white porcelain cups.&nbsp;<br data-mce-fragment=""1""></p>
<p>Those. I call my best poker face into service, but not soon enough.&nbsp;<br data-mce-fragment=""1""></p>
<p>“How are you at negotiating, Peterman?”&nbsp;<br data-mce-fragment=""1""></p>
<p>Not as expert as she is, it turns out. (Wrong train, wrong time for that guy. And for me.)<br data-mce-fragment=""1""></p>
<p>But I still make off with the details of this tunic.&nbsp;<br data-mce-fragment=""1""></p>
<p>Tangier Tunic Blouse (No. 6942) in deliciously breezy cotton linen. Lots of custom daisy and geometric embroidery at yoke, collar, hem, sleeve, back yoke and outer elbow. ¾ length sleeves. Slightly longer bodice with side slits. Hidden snap placket. Made in India.&nbsp;<br data-mce-fragment=""1""></p>"
https://jpeterman.com/collections/all/products/venetian-boatneck-sweater,J6957,Venetian Boatneck Sweater,"$98.00
Unavailable","<div class=""metafield-rich_text_field""><p>Under the Ponte dei Sospiri.</p><p>Or, to the Americano, the Bridge of Sighs.</p><p>Venice in early spring. Weather itching to turn to summer.</p><p>It might seem obvious to wear a boatneck tee on a gondola, yes.</p><p>When your gondolier is a woman (extremely rare) who looks beautiful in it, you forget all that.</p><p>You don’t need a Rube Goldberg machine to appreciate the softness of a sleeve, the way the cotton skims her, her collarbone making you forget your next thought, which is now: who knew collarbones could be so excellently made?</p><p>(The sweater is also striped in perfect, lovely hues: another nice feature.)</p></div>"
https://jpeterman.com/collections/all/products/seersucker-blazer-summer,J6482,Florentine Seersucker Blazer,"$89.00
Unavailable","<p>How It's Done.</p>
<p>(Sometimes.)</p>
<p>Summer afternoon.<br>I notice a beautiful Florentine walking near the Duomo at the center of the bustling square. I stop her. I don’t even know what I’m going to say.<br>“Per favore, dove trovare…”<br>She looks vaguely amused. Is it the oddness of my question? Certainly it’s a pick-up line she’s never, never heard before.<br>I pull out my summer catalog and try again to make some sense.<br>She takes it, browses through the pages, exclaims the occasional “bella” or “bello,” then takes me by the hand and leads me to her regular cafe on via Dante Alighieri.<br>She can’t remember where she bought the dress, but she has enough time for me to do a loose sketch and explain why a blazer and pants in the same fabric would celebrate the energy of summer.</p>
<p>Florentine Seersucker Blazer (No. 6482). Pure cotton seersucker, satin weave lined. Notched collar. Flapped, welted pockets. Flattering princess seams. Three real working buttons on each cuff. Imported.</p>
<p>&nbsp;</p>
<p>Celebrate the energy of summer with the <a href=""https://jpeterman.com/products/lc-florentine-seersucker-pants"" title=""Florentine Seersucker Pants"" target=""_blank""><strong>Florentine Seersucker Pants</strong></a></p>"
https://jpeterman.com/collections/all/products/original-glamour-pants-holiday-22,6475,The Wide-Leg Glamour Pants,"$128.00
Unavailable","<div class=""metafield-rich_text_field""><p>The Wide-Leg Glamour Pant.</p><p>&nbsp;</p><p>Men’s trousers from 1940, adapted to a woman’s body.<br>
Fluid, sensual, elegant viscose blend.<br>
(It drapes beautifully, moves one millisecond later than you move, then continues moving one millisecond after you’ve stopped.)<br>
As every man who isn’t dead yet has noticed, women who dress this way could never be confused with a man.</p></div>"
https://jpeterman.com/collections/all/products/gmt-dyed-oxford-shirt,7202,The JP Oxford Shirt,"$78.00
Unavailable","<p class=""p1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">The JP Oxford Shirt.</span></p>
<p class=""p1""><span class=""s1"">I was looking for something both more and less than the traditional Oxford shirts I keep in regular rotation.</span></p>
<p class=""p1""><span class=""s1"">More expeditionary, something that would suggest military credentials.<span class=""Apple-converted-space"">&nbsp;</span></span></p>
<p class=""p1""><span class=""s1"">Less regimented, however. A less buttoned-up button up with enough good manners to be favored by upper-crust English sportsmen. It would also need to have an active-spirited style perfect for adventure.</span></p>
<p class=""p1""><span class=""s1"">Something that, with the right jacket and trousers, would still get me into Corrigans's Mayfair for lunch without raising any eyebrows.<span class=""Apple-converted-space"">&nbsp;</span></span></p>
<p class=""p1""><span class=""s1"">Looks like I've got the details worked out here.<span class=""Apple-converted-space"">&nbsp;</span></span></p>
<p class=""p1""><span class=""s1"">The JP Oxford Shirt (No</span><span class=""s1"">. 7202). Inspired by a 1940s British officer's shirt with all the details you'd expect, including the extraordinary reinforced vintage style placket. Impeccably constructed from a specially-developed ""modified"" Oxford fabric using high-quality yarns, tightly woven to make it extremely hard-wearing, while the unfinished quality gives it a natural look. Button down, spread collar. Curved hem. Pleated chest pocket with military-style scalloped flap. Garment dyed and stone washed. Shell buttons. Contrast chest pocket button. </span><span class=""s3"">Imported.</span></p>"
https://jpeterman.com/collections/all/products/leggings,J8816,Essential Leggings,"$48.00
Unavailable","<div class=""metafield-rich_text_field""><p>Essential Leggings.</p><p>A woman’s legs should be carefully and exquisitely wrapped, as they are about the most precious thing on this planet. The fabric should be soft, but with some stretch. The colors have to blend and bend. The fit, of course, must be exact but not binding.</p></div>"
https://jpeterman.com/collections/all/products/officer-gentleman-pants,6581,Officer & Gentleman Pants,"$98.00
Unavailable","<p>An Officer and a Gentleman.</p>
<p>At Sandhurst, the Brits called them “Tans.”</p>
<p>Working clothes for future Prime Ministers, Brigadiers, Viceroys, etc. Always worn with considerable affection.</p>
<p>Ours are the equal of those. Made of really superb cotton twill, tailored precisely like dress pants. Think of them as Dress Khakis. Your “Do you trust me to dance with your wife?” pants.</p>
<p>Flat front. (The cut is slimming.) Two slant pockets. Left back pocket: button-through flap. Right back pocket: button-through welt.</p>
<p>I hesitate to list all the engineering. (Inside suspender buttons, right inside pocket has coin bag, curtain waistband, etc., etc., etc.)</p>
<p>You may not be an officer. But you can’t stop being a gentleman.</p>
<p>Officer &amp; Gentleman Pant (No. 6581), to be worn with tweed jackets, blue blazers, hacking jackets, suit jackets you can’t bear to throw away, or merely with sweaters, an interesting vest, a suede windbreaker, etc. Imported.</p>
<p style=""text-align: right;""><em>Please note that altered items cannot be returned. Take care to provide your accurate measurements when ordering.</em><br></p>"
